"time","infectedAmount","deadAmount","immunityAmount","deltaInfectedAmount"
20,1,0,0,1
40,1,0,0,0
60,1,0,0,0
80,1,0,0,0
100,1,0,0,0
120,1,0,0,0
140,1,0,0,0
160,1,0,0,0
180,1,0,0,0
200,1,0,0,0
